,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,4.0,1.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.5,5.0,3.5,1.0,1.0,0.0,0.0,0.0
003,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.5,5.0,5.0,3.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4.5,5.5,3.0,0.0,3.0,1.5,0.0,0.0,0.0
005,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.5,3.5,1.5,3.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
006,0.0,0.0,0.0,1.0,1.0,6.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0
008,0.0,2.0,4.0,1.0,3.5,10.5,6.5,2.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,2.5,2.5,2.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,4.5,5.5,6.5,6.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0
011,0.0,0.0,0.0,0.0,1.0,0.0,6.5,5.0,2.5,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
013,0.0,0.0,0.0,0.0,0.0,1.5,3.5,3.5,2.0,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.5,3.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
015,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,4.0,4.0,2.5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0
017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,5.5,5.5,6.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0
018,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.0,10.5,3.0,2.0,3.25,3.5,0.5,0.0,0.0,0.0,0.0,0.0
019,0.0,0.0,0.0,1.0,3.0,1.0,0.5,6.5,5.0,1.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,2.0,2.5,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
021,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
022,0.0,0.0,3.5,7.0,7.5,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
023,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.5,4.0,2.0,1.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0
025,0.0,2.0,2.5,0.0,2.5,4.5,4.0,3.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026,0.0,0.0,0.0,0.0,2.5,6.5,4.5,1.5,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027,0.0,0.0,0.0,1.0,6.5,3.0,2.5,1.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,5.0,1.75,3.5,10.5,6.0,3.0,0.0,0.0,0.5,0.0,0.0
029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,8.5,6.5,2.0,2.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.5,1.0,2.0,8.5,7.5,3.5,0.0,0.0,2.5,0.0,0.0,0.0
031,0.0,0.0,0.0,0.0,0.0,2.5,8.5,3.0,1.0,1.5,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.5,0.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0
033,0.0,0.0,0.0,0.0,0.0,0.5,4.25,0.0,2.25,8.5,8.0,4.5,1.5,0.0,2.5,0.0,0.0,0.0,0.0
034,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,1.5,2.0,6.5,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.25,7.5,7.25,3.0,3.0,4.0,1.0,0.0,0.0,0.0
036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,4.5,2.5,1.5,2.5,1.5,0.0,0.0,0.0,0.0
037,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.0,9.0,7.5,5.5,1.0,0.0,2.5,0.0,0.0,0.0,0.0
038,0.0,0.0,1.5,10.0,7.0,2.5,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039,0.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,4.0,3.0,6.0,6.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,0.0,0.0,0.5,0.0,4.0,6.0,4.0,1.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
041,0.0,0.0,0.0,0.0,0.0,2.0,4.5,3.0,2.0,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,4.0,3.0,1.0,2.5,2.0,0.0,0.0,0.0,0.0
043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,6.25,4.25,2.25,2.0,2.0,1.0,0.0,0.0,0.0
044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,4.0,2.5,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,0.5,3.5,5.5,3.0,0.5,0.5,0.0,0.5,0.0,0.0
046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,4.5,2.5,1.0,3.5,3.5,1.0,0.0,0.0,0.0,0.0
047,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,5.5,5.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
048,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,8.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
049,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.5,5.0,4.5,2.5,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
050,0.0,0.0,0.0,0.0,2.0,5.0,2.5,2.5,2.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,3.5,1.5,3.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,5.5,2.0,2.5,3.0,2.0,0.5,0.0,0.0,0.0
053,0.0,0.0,0.0,0.0,4.0,0.0,1.0,6.5,7.0,3.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,8.0,1.5,0.5,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,5.5,4.5,1.5,0.0,0.0,1.0,0.0,0.0
056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,3.5,6.0,4.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0
057,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,2.5,6.5,3.5,1.0,0.0,3.5,0.5,0.0,0.0,0.0
058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,2.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0
059,0.0,0.0,0.0,1.5,2.0,0.0,2.5,4.5,5.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,7.0,1.0,1.25,2.5,1.75,0.0,0.0,0.0,0.0,0.0
061,0.0,2.5,2.5,7.5,6.0,4.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,5.5,5.5,3.5,0.0,0.0,2.0,0.0,0.0
063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,6.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,10.0,5.0,3.0,3.5,4.25,1.5,0.0,0.0,0.0,0.0,0.0
065,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,4.0,3.0,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
066,0.0,0.0,0.0,0.0,0.0,3.5,4.5,2.5,3.5,2.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.5,6.5,2.0,2.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0
068,0.0,0.0,0.0,0.0,1.0,4.5,6.0,2.0,1.5,2.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
069,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,1.0,2.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
070,0.0,0.0,0.0,0.0,0.0,1.5,3.0,4.0,3.5,3.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,0.0,1.0,5.0,4.75,3.5,0.0,0.0,3.0,0.0,0.0,0.0
072,0.0,0.0,0.0,1.0,3.0,0.5,3.0,4.0,4.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
073,0.0,0.0,0.0,3.0,2.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
074,0.0,0.0,0.0,0.0,2.0,4.5,2.5,2.5,3.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
075,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.25,2.0,4.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.0,4.0,4.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0
077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,4.5,2.5,2.5,2.5,1.5,0.0,0.0,0.0,0.0
078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,2.5,5.5,5.0,1.5,0.5,0.0,1.5,0.0,0.0
079,0.0,0.0,0.0,0.0,0.0,1.5,7.0,5.0,3.0,2.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.5,1.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0
081,0.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0,2.0,4.0,9.0,7.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0
082,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,5.0,2.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,4.0,3.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0
084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,4.5,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.5,5.0,2.5,0.0,3.5,1.0,0.0,0.0,0.0
086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.5,2.0,2.5,2.5,0.5,0.0,0.0,0.0,0.0
087,0.0,0.0,0.0,3.5,3.5,0.0,8.0,6.0,2.5,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
088,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,2.5,2.5,3.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0
090,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2.0,4.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.5,1.0,4.0,4.5,1.5,0.5,0.0,1.5,0.0
092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.5,4.5,2.5,4.0,0.0,0.0,1.5,0.0,0.0
093,0.0,0.0,0.0,0.0,4.0,2.0,0.5,4.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
094,0.0,0.0,0.0,1.0,2.5,0.0,2.5,4.5,5.5,1.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
095,0.0,0.0,0.0,3.5,6.5,8.0,3.5,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
096,0.0,0.0,0.0,0.0,1.5,5.5,0.0,2.0,10.5,7.5,3.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,5.5,3.5,0.5,2.5,2.0,0.0,0.0,0.0,0.0
098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.5,1.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0
099,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,3.5,3.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,4.0,0.0,1.0,3.5,6.0,2.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,2.5,5.5,3.5,1.5,2.5,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,5.5,1.5,2.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.5,5.5,4.5,4.0,0.0,0.0,1.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,11.0,6.0,1.0,3.0,4.5,1.0,0.0,0.0,0.0
107,0.0,1.0,0.5,3.5,5.0,1.5,2.0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,2.0,6.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,2.0,3.0,0.0,2.0,7.5,4.5,3.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,1.5,3.0,0.0,2.0,6.0,4.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,1.5,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,5.5,5.5,3.5,0.0,0.0,2.0,0.0,0.0
113,2.0,2.5,1.0,2.0,4.0,9.0,7.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,3.5,3.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.0,3.5,1.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,0.5,2.0,5.5,1.5,0.0,0.0,0.0,0.0,0.0
117,0.0,3.5,5.0,2.5,3.0,1.0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,1.0,4.5,5.5,1.0,2.5,3.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,4.0,3.0,4.0,2.5,1.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.0,3.5,1.0,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,5.0,5.0,3.5,4.5,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,3.5,0.0,1.0,7.0,6.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
